testb0   ---D---- ---S---- CZ = ---Q---- CZ
01  0ED  7FFFFFFF FFFFFFFF 01 = 7FFFFFFF 01
01  0EE  7FFFFFFF FFFFFFFF 10 = 7FFFFFFF 00
01  0EF  7FFFFFFF FFFFFFFF 11 = 7FFFFFFF 01
01  0F0  80000000 FFFFFFFF 00 = 80000000 00
01  0F1  80000000 FFFFFFFF 01 = 80000000 01
01  0F2  80000000 FFFFFFFF 10 = 80000000 10
01  0F3  80000000 FFFFFFFF 11 = 80000000 11
01  0F4  80000001 FFFFFFFF 00 = 80000001 00
01  0F5  80000001 FFFFFFFF 01 = 80000001 01
01  0F6  80000001 FFFFFFFF 10 = 80000001 10
01  0F7  80000001 FFFFFFFF 11 = 80000001 11
01  0F8  FFFFFFFE FFFFFFFF 00 = FFFFFFFE 00
01  0F9  FFFFFFFE FFFFFFFF 01 = FFFFFFFE 01
01  0FA  FFFFFFFE FFFFFFFF 10 = FFFFFFFE 10
01  0FB  FFFFFFFE FFFFFFFF 11 = FFFFFFFE 11
01  0FC  FFFFFFFF FFFFFFFF 00 = FFFFFFFF 00
01  0FD  FFFFFFFF FFFFFFFF 01 = FFFFFFFF 01
01  0FE  FFFFFFFF FFFFFFFF 10 = FFFFFFFF 10
01  0FF  FFFFFFFF FFFFFFFF 11 = FFFFFFFF 11
testb2   ---D---- ---S---- CZ = ---Q---- CZ
02  000  00000000 00000000 00 = 00000000 00
02  001  00000000 00000000 01 = 00000000 01
02  002  00000000 00000000 10 = 00000000 10
02  003  00000000 00000000 11 = 00000000 11
02  004  00000001 00000000 00 = 00000001 10
02  005  00000001 00000000 01 = 00000001 11
02  006  00000001 00000000 10 = 00000001 10
02  007  00000001 00000000 11 = 00000001 11
02  008  00000002 00000000 00 = 00000002 00
02  009  00000002 00000000 01 = 00000002 01
02  00A  00000002 00000000 10 = 00000002 10
02  00B  00000002 00000000 11 = 00000002 11
02  00C  7FFFFFFF 00000000 00 = 7FFFFFFF 10
02  00D  7FFFFFFF 00000000 01 = 7FFFFFFF 11
02  00E  7FFFFFFF 00000000 10 = 7FFFFFFF 10
02  00F  7FFFFFFF 00000000 11 = 7FFFFFFF 11
02  010  80000000 00000000 00 = 80000000 00
02  011  80000000 00000000 01 = 80000000 01
02  012  80000000 00000000 10 = 80000000 10
02  013  80000000 00000000 11 = 80000000 11
02  014  80000001 00000000 00 = 80000001 10
02  015  80000001 00000000 01 = 80000001 11
02  016  80000001 00000000 10 = 80000001 10
02  017  80000001 00000000 11 = 80000001 11
02  018  FFFFFFFE 00000000 00 = FFFFFFFE 00
02  019  FFFFFFFE 00000000 01 = FFFFFFFE 01
02  01A  FFFFFFFE 00000000 10 = FFFFFFFE 10
02  01B  FFFFFFFE 00000000 11 = FFFFFFFE 11
02  01C  FFFFFFFF 00000000 00 = FFFFFFFF 10
02  01D  FFFFFFFF 00000000 01 = FFFFFFFF 11
02  01E  FFFFFFFF 00000000 10 = FFFFFFFF 10
02  01F  FFFFFFFF 00000000 11 = FFFFFFFF 11
02  020  00000000 00000001 00 = 00000000 00
02  021  00000000 00000001 01 = 00000000 01
02  022  00000000 00000001 10 = 00000000 10
02  023  00000000 00000001 11 = 00000000 11
02  024  00000001 00000001 00 = 00000001 00
02  025  00000001 00000001 01 = 00000001 01
02  026  00000001 00000001 10 = 00000001 10
02  027  00000001 00000001 11 = 00000001 11
02  028  00000002 00000001 00 = 00000002 10
02  029  00000002 00000001 01 = 00000002 11
02  02A  00000002 00000001 10 = 00000002 10
02  02B  00000002 00000001 11 = 00000002 11
02  02C  7FFFFFFF 00000001 00 = 7FFFFFFF 10
02  02D  7FFFFFFF 00000001 01 = 7FFFFFFF 11
02  02E  7FFFFFFF 00000001 10 = 7FFFFFFF 10
02  02F  7FFFFFFF 00000001 11 = 7FFFFFFF 11
02  030  80000000 00000001 00 = 80000000 00
02  031  80000000 00000001 01 = 80000000 01
02  032  80000000 00000001 10 = 80000000 10
02  033  80000000 00000001 11 = 80000000 11
02  034  80000001 00000001 00 = 80000001 00
02  035  80000001 00000001 01 = 80000001 01
02  036  80000001 00000001 10 = 80000001 10
02  037  80000001 00000001 11 = 80000001 11
02  038  FFFFFFFE 00000001 00 = FFFFFFFE 10
02  039  FFFFFFFE 00000001 01 = FFFFFFFE 11
02  03A  FFFFFFFE 00000001 10 = FFFFFFFE 10
02  03B  FFFFFFFE 00000001 11 = FFFFFFFE 11
02  03C  FFFFFFFF 00000001 00 = FFFFFFFF 10
02  03D  FFFFFFFF 00000001 01 = FFFFFFFF 11
02  03E  FFFFFFFF 00000001 10 = FFFFFFFF 10
02  03F  FFFFFFFF 00000001 11 = FFFFFFFF 11
02  040  00000000 00000002 00 = 00000000 00
02  041  00000000 00000002 01 = 00000000 01
02  042  00000000 00000002 10 = 00000000 10
02  043  00000000 00000002 11 = 00000000 11
02  044  00000001 00000002 00 = 00000001 00
02  045  00000001 00000002 01 = 00000001 01
02  046  00000001 00000002 10 = 00000001 10
02  047  00000001 00000002 11 = 00000001 11
02  048  00000002 00000002 00 = 00000002 00
02  049  00000002 00000002 01 = 00000002 01
02  04A  00000002 00000002 10 = 00000002 10
02  04B  00000002 00000002 11 = 00000002 11
02  04C  7FFFFFFF 00000002 00 = 7FFFFFFF 10
02  04D  7FFFFFFF 00000002 01 = 7FFFFFFF 11
02  04E  7FFFFFFF 00000002 10 = 7FFFFFFF 10
02  04F  7FFFFFFF 00000002 11 = 7FFFFFFF 11
02  050  80000000 00000002 00 = 80000000 00
02  051  80000000 00000002 01 = 80000000 01
02  052  80000000 00000002 10 = 80000000 10
02  053  80000000 00000002 11 = 80000000 11
02  054  80000001 00000002 00 = 80000001 00
02  055  80000001 00000002 01 = 80000001 01
02  056  80000001 00000002 10 = 80000001 10
02  057  80000001 00000002 11 = 80000001 11
02  058  FFFFFFFE 00000002 00 = FFFFFFFE 10
02  059  FFFFFFFE 00000002 01 = FFFFFFFE 11
02  05A  FFFFFFFE 00000002 10 = FFFFFFFE 10
02  05B  FFFFFFFE 00000002 11 = FFFFFFFE 11
02  05C  FFFFFFFF 00000002 00 = FFFFFFFF 10
02  05D  FFFFFFFF 00000002 01 = FFFFFFFF 11
02  05E  FFFFFFFF 00000002 10 = FFFFFFFF 10
02  05F  FFFFFFFF 00000002 11 = FFFFFFFF 11
02  060  00000000 7FFFFFFF 00 = 00000000 00
02  061  00000000 7FFFFFFF 01 = 00000000 01
02  062  00000000 7FFFFFFF 10 = 00000000 10
02  063  00000000 7FFFFFFF 11 = 00000000 11
02  064  00000001 7FFFFFFF 00 = 00000001 00
02  065  00000001 7FFFFFFF 01 = 00000001 01
02  066  00000001 7FFFFFFF 10 = 00000001 10
02  067  00000001 7FFFFFFF 11 = 00000001 11
02  068  00000002 7FFFFFFF 00 = 00000002 00
02  069  00000002 7FFFFFFF 01 = 00000002 01
02  06A  00000002 7FFFFFFF 10 = 00000002 10
02  06B  00000002 7FFFFFFF 11 = 00000002 11
02  06C  7FFFFFFF 7FFFFFFF 00 = 7FFFFFFF 00
02  06D  7FFFFFFF 7FFFFFFF 01 = 7FFFFFFF 01
02  06E  7FFFFFFF 7FFFFFFF 10 = 7FFFFFFF 10
02  06F  7FFFFFFF 7FFFFFFF 11 = 7FFFFFFF 11
02  070  80000000 7FFFFFFF 00 = 80000000 10
02  071  80000000 7FFFFFFF 01 = 80000000 11
02  072  80000000 7FFFFFFF 10 = 80000000 10
02  073  80000000 7FFFFFFF 11 = 80000000 11
02  074  80000001 7FFFFFFF 00 = 80000001 10
02  075  80000001 7FFFFFFF 01 = 80000001 11
02  076  80000001 7FFFFFFF 10 = 80000001 10
02  077  80000001 7FFFFFFF 11 = 80000001 11
02  078  FFFFFFFE 7FFFFFFF 00 = FFFFFFFE 10
02  079  FFFFFFFE 7FFFFFFF 01 = FFFFFFFE 11
02  07A  FFFFFFFE 7FFFFFFF 10 = FFFFFFFE 10
02  07B  FFFFFFFE 7FFFFFFF 11 = FFFFFFFE 11
02  07C  FFFFFFFF 7FFFFFFF 00 = FFFFFFFF 10
02  07D  FFFFFFFF 7FFFFFFF 01 = FFFFFFFF 11
02  07E  FFFFFFFF 7FFFFFFF 10 = FFFFFFFF 10
02  07F  FFFFFFFF 7FFFFFFF 11 = FFFFFFFF 11
02  080  00000000 80000000 00 = 00000000 00
02  081  00000000 80000000 01 = 00000000 01
02  082  00000000 80000000 10 = 00000000 10
02  083  00000000 80000000 11 = 00000000 11
02  084  00000001 80000000 00 = 00000001 10
02  085  00000001 80000000 01 = 00000001 11
02  086  00000001 80000000 10 = 00000001 10
02  087  00000001 80000000 11 = 00000001 11
02  088  00000002 80000000 00 = 00000002 00
02  089  00000002 80000000 01 = 00000002 01
02  08A  00000002 80000000 10 = 00000002 10
02  08B  00000002 80000000 11 = 00000002 11
02  08C  7FFFFFFF 80000000 00 = 7FFFFFFF 10
02  08D  7FFFFFFF 80000000 01 = 7FFFFFFF 11
02  08E  7FFFFFFF 80000000 10 = 7FFFFFFF 10
02  08F  7FFFFFFF 80000000 11 = 7FFFFFFF 11
02  090  80000000 80000000 00 = 80000000 00
02  091  80000000 80000000 01 = 80000000 01
02  092  80000000 80000000 10 = 80000000 10
02  093  80000000 80000000 11 = 80000000 11
02  094  80000001 80000000 00 = 80000001 10
02  095  80000001 80000000 01 = 80000001 11
02  096  80000001 80000000 10 = 80000001 10
02  097  80000001 80000000 11 = 80000001 11
02  098  FFFFFFFE 80000000 00 = FFFFFFFE 00
02  099  FFFFFFFE 80000000 01 = FFFFFFFE 01
02  09A  FFFFFFFE 80000000 10 = FFFFFFFE 10
02  09B  FFFFFFFE 80000000 11 = FFFFFFFE 11
02  09C  FFFFFFFF 80000000 00 = FFFFFFFF 10
02  09D  FFFFFFFF 80000000 01 = FFFFFFFF 11
02  09E  FFFFFFFF 80000000 10 = FFFFFFFF 10
02  09F  FFFFFFFF 80000000 11 = FFFFFFFF 11
02  0A0  00000000 80000001 00 = 00000000 00
02  0A1  00000000 80000001 01 = 00000000 01
02  0A2  00000000 80000001 10 = 00000000 10
02  0A3  00000000 80000001 11 = 00000000 11
02  0A4  00000001 80000001 00 = 00000001 00
02  0A5  00000001 80000001 01 = 00000001 01
02  0A6  00000001 80000001 10 = 00000001 10
02  0A7  00000001 80000001 11 = 00000001 11
02  0A8  00000002 80000001 00 = 00000002 10
02  0A9  00000002 80000001 01 = 00000002 11
02  0AA  00000002 80000001 10 = 00000002 10
02  0AB  00000002 80000001 11 = 00000002 11
02  0AC  7FFFFFFF 80000001 00 = 7FFFFFFF 10
02  0AD  7FFFFFFF 80000001 01 = 7FFFFFFF 11
02  0AE  7FFFFFFF 80000001 10 = 7FFFFFFF 10
02  0AF  7FFFFFFF 80000001 11 = 7FFFFFFF 11
02  0B0  80000000 80000001 00 = 80000000 00
02  0B1  80000000 80000001 01 = 80000000 01
02  0B2  80000000 80000001 10 = 80000000 10
02  0B3  80000000 80000001 11 = 80000000 11
02  0B4  80000001 80000001 00 = 80000001 00
02  0B5  80000001 80000001 01 = 80000001 01
02  0B6  80000001 80000001 10 = 80000001 10
02  0B7  80000001 80000001 11 = 80000001 11
02  0B8  FFFFFFFE 80000001 00 = FFFFFFFE 10
02  0B9  FFFFFFFE 80000001 01 = FFFFFFFE 11
02  0BA  FFFFFFFE 80000001 10 = FFFFFFFE 10
02  0BB  FFFFFFFE 80000001 11 = FFFFFFFE 11
02  0BC  FFFFFFFF 80000001 00 = FFFFFFFF 10
02  0BD  FFFFFFFF 80000001 01 = FFFFFFFF 11
02  0BE  FFFFFFFF 80000001 10 = FFFFFFFF 10
02  0BF  FFFFFFFF 80000001 11 = FFFFFFFF 11
02  0C0  00000000 FFFFFFFE 00 = 00000000 00
02  0C1  00000000 FFFFFFFE 01 = 00000000 01
02  0C2  00000000 FFFFFFFE 10 = 00000000 10
02  0C3  00000000 FFFFFFFE 11 = 00000000 11
02  0C4  00000001 FFFFFFFE 00 = 00000001 00
02  0C5  00000001 FFFFFFFE 01 = 00000001 01
02  0C6  00000001 FFFFFFFE 10 = 00000001 10
02  0C7  00000001 FFFFFFFE 11 = 00000001 11
02  0C8  00000002 FFFFFFFE 00 = 00000002 00
02  0C9  00000002 FFFFFFFE 01 = 00000002 01
02  0CA  00000002 FFFFFFFE 10 = 00000002 10
02  0CB  00000002 FFFFFFFE 11 = 00000002 11
02  0CC  7FFFFFFF FFFFFFFE 00 = 7FFFFFFF 10
02  0CD  7FFFFFFF FFFFFFFE 01 = 7FFFFFFF 11
02  0CE  7FFFFFFF FFFFFFFE 10 = 7FFFFFFF 10
02  0CF  7FFFFFFF FFFFFFFE 11 = 7FFFFFFF 11
02  0D0  80000000 FFFFFFFE 00 = 80000000 00
02  0D1  80000000 FFFFFFFE 01 = 80000000 01
02  0D2  80000000 FFFFFFFE 10 = 80000000 10
02  0D3  80000000 FFFFFFFE 11 = 80000000 11
02  0D4  80000001 FFFFFFFE 00 = 80000001 00
02  0D5  80000001 FFFFFFFE 01 = 80000001 01
02  0D6  80000001 FFFFFFFE 10 = 80000001 10
02  0D7  80000001 FFFFFFFE 11 = 80000001 11
02  0D8  FFFFFFFE FFFFFFFE 00 = FFFFFFFE 10
02  0D9  FFFFFFFE FFFFFFFE 01 = FFFFFFFE 11
02  0DA  FFFFFFFE FFFFFFFE 10 = FFFFFFFE 10
02  0DB  FFFFFFFE FFFFFFFE 11 = FFFFFFFE 11
02  0DC  FFFFFFFF FFFFFFFE 00 = FFFFFFFF 10
02  0DD  FFFFFFFF FFFFFFFE 01 = FFFFFFFF 11
02  0DE  FFFFFFFF FFFFFFFE 10 = FFFFFFFF 10
02  0DF  FFFFFFFF FFFFFFFE 11 = FFFFFFFF 11
02  0E0  00000000 FFFFFFFF 00 = 00000000 00
02  0E1  00000000 FFFFFFFF 01 = 00000000 01
02  0E2  00000000 FFFFFFFF 10 = 00000000 10
02  0E3  00000000 FFFFFFFF 11 = 00000000 11
02  0E4  00000001 FFFFFFFF 00 = 00000001 00
02  0E5  00000001 FFFFFFFF 01 = 00000001 01
02  0E6  00000001 FFFFFFFF 10 = 00000001 10
02  0E7  00000001 FFFFFFFF 11 = 00000001 11
02  0E8  00000002 FFFFFFFF 00 = 00000002 00
02  0E9  00000002 FFFFFFFF 01 = 00000002 01
02  0EA  00000002 FFFFFFFF 10 = 00000002 10
02  0EB  00000002 FFFFFFFF 11 = 00000002 11
02  0EC  7FFFFFFF FFFFFFFF 00 = 7FFFFFFF 00
02  0ED  7FFFFFFF FFFFFFFF 01 = 7FFFFFFF 01
02  0EE  7FFFFFFF FFFFFFFF 10 = 7FFFFFFF 10
02  0EF  7FFFFFFF FFFFFFFF 11 = 7FFFFFFF 11
02  0F0  80000000 FFFFFFFF 00 = 80000000 10
02  0F1  80000000 FFFFFFFF 01 = 80000000 11
02  0F2  80000000 FFFFFFFF 10 = 80000000 10
02  0F3  80000000 FFFFFFFF 11 = 80000000 11
02  0F4  80000001 FFFFFFFF 00 = 80000001 10
02  0F5  80000001 FFFFFFFF 01 = 80000001 11
02  0F6  80000001 FFFFFFFF 10 = 80000001 10
02  0F7  80000001 FFFFFFFF 11 = 80000001 11
02  0F8  FFFFFFFE FFFFFFFF 00 = FFFFFFFE 10
02  0F9  FFFFFFFE FFFFFFFF 01 = FFFFFFFE 11
02  0FA  FFFFFFFE FFFFFFFF 10 = FFFFFFFE 10
02  0FB  FFFFFFFE FFFFFFFF 11 = FFFFFFFE 11
02  0FC  FFFFFFFF FFFFFFFF 00 = FFFFFFFF 10
02  0FD  FFFFFFFF FFFFFFFF 01 = FFFFFFFF 11
02  0FE  FFFFFFFF FFFFFFFF 10 = FFFFFFFF 10
02  0FF  FFFFFFFF FFFFFFFF 11 = FFFFFFFF 11
testb3   ---D---- ---S---- CZ = ---Q---- CZ
03  000  00000000 00000000 00 = 00000000 00
03  001  00000000 00000000 01 = 00000000 01
03  002  00000000 00000000 10 = 00000000 10
03  003  00000000 00000000 11 = 00000000 11
03  004  00000001 00000000 00 = 00000001 10
03  005  00000001 00000000 01 = 00000001 11
03  006  00000001 00000000 10 = 00000001 00
03  007  00000001 00000000 11 = 00000001 01
03  008  00000002 00000000 00 = 00000002 00
03  009  00000002 00000000 01 = 00000002 01
03  00A  00000002 00000000 10 = 00000002 10
03  00B  00000002 00000000 11 = 00000002 11
03  00C  7FFFFFFF 00000000 00 = 7FFFFFFF 10
03  00D  7FFFFFFF 00000000 01 = 7FFFFFFF 11
03  00E  7FFFFFFF 00000000 10 = 7FFFFFFF 00
03  00F  7FFFFFFF 00000000 11 = 7FFFFFFF 01
03  010  80000000 00000000 00 = 80000000 00
03  011  80000000 00000000 01 = 80000000 01
03  012  80000000 00000000 10 = 80000000 10
03  013  80000000 00000000 11 = 80000000 11
03  014  80000001 00000000 00 = 80000001 10
03  015  80000001 00000000 01 = 80000001 11
03  016  80000001 00000000 10 = 80000001 00
03  017  80000001 00000000 11 = 80000001 01
03  018  FFFFFFFE 00000000 00 = FFFFFFFE 00
03  019  FFFFFFFE 00000000 01 = FFFFFFFE 01
03  01A  FFFFFFFE 00000000 10 = FFFFFFFE 10
03  01B  FFFFFFFE 00000000 11 = FFFFFFFE 11
03  01C  FFFFFFFF 00000000 00 = FFFFFFFF 10
03  01D  FFFFFFFF 00000000 01 = FFFFFFFF 11
03  01E  FFFFFFFF 00000000 10 = FFFFFFFF 00
03  01F  FFFFFFFF 00000000 11 = FFFFFFFF 01
03  020  00000000 00000001 00 = 00000000 00
03  021  00000000 00000001 01 = 00000000 01
03  022  00000000 00000001 10 = 00000000 10
03  023  00000000 00000001 11 = 00000000 11
03  024  00000001 00000001 00 = 00000001 00
03  025  00000001 00000001 01 = 00000001 01
03  026  00000001 00000001 10 = 00000001 10
03  027  00000001 00000001 11 = 00000001 11
03  028  00000002 00000001 00 = 00000002 10
03  029  00000002 00000001 01 = 00000002 11
03  02A  00000002 00000001 10 = 00000002 00
03  02B  00000002 00000001 11 = 00000002 01
03  02C  7FFFFFFF 00000001 00 = 7FFFFFFF 10
03  02D  7FFFFFFF 00000001 01 = 7FFFFFFF 11
03  02E  7FFFFFFF 00000001 10 = 7FFFFFFF 00
03  02F  7FFFFFFF 00000001 11 = 7FFFFFFF 01
03  030  80000000 00000001 00 = 80000000 00
03  031  80000000 00000001 01 = 80000000 01
03  032  80000000 00000001 10 = 80000000 10
03  033  80000000 00000001 11 = 80000000 11
03  034  80000001 00000001 00 = 80000001 00
03  035  80000001 00000001 01 = 80000001 01
03  036  80000001 00000001 10 = 80000001 10
03  037  80000001 00000001 11 = 80000001 11
03  038  FFFFFFFE 00000001 00 = FFFFFFFE 10
03  039  FFFFFFFE 00000001 01 = FFFFFFFE 11
03  03A  FFFFFFFE 00000001 10 = FFFFFFFE 00
03  03B  FFFFFFFE 00000001 11 = FFFFFFFE 01
03  03C  FFFFFFFF 00000001 00 = FFFFFFFF 10
03  03D  FFFFFFFF 00000001 01 = FFFFFFFF 11
03  03E  FFFFFFFF 00000001 10 = FFFFFFFF 00
03  03F  FFFFFFFF 00000001 11 = FFFFFFFF 01
03  040  00000000 00000002 00 = 00000000 00
03  041  00000000 00000002 01 = 00000000 01
03  042  00000000 00000002 10 = 00000000 10
03  043  00000000 00000002 11 = 00000000 11
03  044  00000001 00000002 00 = 00000001 00
03  045  00000001 00000002 01 = 00000001 01
03  046  00000001 00000002 10 = 00000001 10
03  047  00000001 00000002 11 = 00000001 11
03  048  00000002 00000002 00 = 00000002 00
03  049  00000002 00000002 01 = 00000002 01
03  04A  00000002 00000002 10 = 00000002 10
03  04B  00000002 00000002 11 = 00000002 11
03  04C  7FFFFFFF 00000002 00 = 7FFFFFFF 10
03  04D  7FFFFFFF 00000002 01 = 7FFFFFFF 11
03  04E  7FFFFFFF 00000002 10 = 7FFFFFFF 00
03  04F  7FFFFFFF 00000002 11 = 7FFFFFFF 01
03  050  80000000 00000002 00 = 80000000 00
03  051  80000000 00000002 01 = 80000000 01
03  052  80000000 00000002 10 = 80000000 10
03  053  80000000 00000002 11 = 80000000 11
03  054  80000001 00000002 00 = 80000001 00
03  055  80000001 00000002 01 = 80000001 01
03  056  80000001 00000002 10 = 80000001 10
03  057  80000001 00000002 11 = 80000001 11
03  058  FFFFFFFE 00000002 00 = FFFFFFFE 10
03  059  FFFFFFFE 00000002 01 = FFFFFFFE 11
03  05A  FFFFFFFE 00000002 10 = FFFFFFFE 00
03  05B  FFFFFFFE 00000002 11 = FFFFFFFE 01
03  05C  FFFFFFFF 00000002 00 = FFFFFFFF 10
03  05D  FFFFFFFF 00000002 01 = FFFFFFFF 11
03  05E  FFFFFFFF 00000002 10 = FFFFFFFF 00
03  05F  FFFFFFFF 00000002 11 = FFFFFFFF 01
03  060  00000000 7FFFFFFF 00 = 00000000 00
03  061  00000000 7FFFFFFF 01 = 00000000 01
03  062  00000000 7FFFFFFF 10 = 00000000 10
03  063  00000000 7FFFFFFF 11 = 00000000 11
03  064  00000001 7FFFFFFF 00 = 00000001 00
03  065  00000001 7FFFFFFF 01 = 00000001 01
03  066  00000001 7FFFFFFF 10 = 00000001 10
03  067  00000001 7FFFFFFF 11 = 00000001 11
03  068  00000002 7FFFFFFF 00 = 00000002 00
03  069  00000002 7FFFFFFF 01 = 00000002 01
03  06A  00000002 7FFFFFFF 10 = 00000002 10
03  06B  00000002 7FFFFFFF 11 = 00000002 11
03  06C  7FFFFFFF 7FFFFFFF 00 = 7FFFFFFF 00
03  06D  7FFFFFFF 7FFFFFFF 01 = 7FFFFFFF 01
03  06E  7FFFFFFF 7FFFFFFF 10 = 7FFFFFFF 10
03  06F  7FFFFFFF 7FFFFFFF 11 = 7FFFFFFF 11
03  070  80000000 7FFFFFFF 00 = 80000000 10
03  071  80000000 7FFFFFFF 01 = 80000000 11
03  072  80000000 7FFFFFFF 10 = 80000000 00
03  073  80000000 7FFFFFFF 11 = 80000000 01
03  074  80000001 7FFFFFFF 00 = 80000001 10
03  075  80000001 7FFFFFFF 01 = 80000001 11
03  076  80000001 7FFFFFFF 10 = 80000001 00
03  077  80000001 7FFFFFFF 11 = 80000001 01
03  078  FFFFFFFE 7FFFFFFF 00 = FFFFFFFE 10
03  079  FFFFFFFE 7FFFFFFF 01 = FFFFFFFE 11
03  07A  FFFFFFFE 7FFFFFFF 10 = FFFFFFFE 00
03  07B  FFFFFFFE 7FFFFFFF 11 = FFFFFFFE 01
03  07C  FFFFFFFF 7FFFFFFF 00 = FFFFFFFF 10
03  07D  FFFFFFFF 7FFFFFFF 01 = FFFFFFFF 11
03  07E  FFFFFFFF 7FFFFFFF 10 = FFFFFFFF 00
03  07F  FFFFFFFF 7FFFFFFF 11 = FFFFFFFF 01
03  080  00000000 80000000 00 = 00000000 00
03  081  00000000 80000000 01 = 00000000 01
03  082  00000000 80000000 10 = 00000000 10
03  083  00000000 80000000 11 = 00000000 11
03  084  00000001 80000000 00 = 00000001 10
03  085  00000001 80000000 01 = 00000001 11
03  086  00000001 80000000 10 = 00000001 00
03  087  00000001 80000000 11 = 00000001 01
03  088  00000002 80000000 00 = 00000002 00
03  089  00000002 80000000 01 = 00000002 01
03  08A  00000002 80000000 10 = 00000002 10
03  08B  00000002 80000000 11 = 00000002 11
03  08C  7FFFFFFF 80000000 00 = 7FFFFFFF 10
03  08D  7FFFFFFF 80000000 01 = 7FFFFFFF 11
03  08E  7FFFFFFF 80000000 10 = 7FFFFFFF 00
03  08F  7FFFFFFF 80000000 11 = 7FFFFFFF 01
03  090  80000000 80000000 00 = 80000000 00
03  091  80000000 80000000 01 = 80000000 01
03  092  80000000 80000000 10 = 80000000 10
03  093  80000000 80000000 11 = 80000000 11
03  094  80000001 80000000 00 = 80000001 10
03  095  80000001 80000000 01 = 80000001 11
03  096  80000001 80000000 10 = 80000001 00
03  097  80000001 80000000 11 = 80000001 01
03  098  FFFFFFFE 80000000 00 = FFFFFFFE 00
03  099  FFFFFFFE 80000000 01 = FFFFFFFE 01
03  09A  FFFFFFFE 80000000 10 = FFFFFFFE 10
03  09B  FFFFFFFE 80000000 11 = FFFFFFFE 11
03  09C  FFFFFFFF 80000000 00 = FFFFFFFF 10
03  09D  FFFFFFFF 80000000 01 = FFFFFFFF 11
03  09E  FFFFFFFF 80000000 10 = FFFFFFFF 00
03  09F  FFFFFFFF 80000000 11 = FFFFFFFF 01
03  0A0  00000000 80000001 00 = 00000000 00
03  0A1  00000000 80000001 01 = 00000000 01
03  0A2  00000000 80000001 10 = 00000000 10
03  0A3  00000000 80000001 11 = 00000000 11
03  0A4  00000001 80000001 00 = 00000001 00
03  0A5  00000001 80000001 01 = 00000001 01
03  0A6  00000001 80000001 10 = 00000001 10
03  0A7  00000001 80000001 11 = 00000001 11
03  0A8  00000002 80000001 00 = 00000002 10
03  0A9  00000002 80000001 01 = 00000002 11
03  0AA  00000002 80000001 10 = 00000002 00
03  0AB  00000002 80000001 11 = 00000002 01
03  0AC  7FFFFFFF 80000001 00 = 7FFFFFFF 10
03  0AD  7FFFFFFF 80000001 01 = 7FFFFFFF 11
03  0AE  7FFFFFFF 80000001 10 = 7FFFFFFF 00
03  0AF  7FFFFFFF 80000001 11 = 7FFFFFFF 01
03  0B0  80000000 80000001 00 = 80000000 00
03  0B1  80000000 80000001 01 = 80000000 01
03  0B2  80000000 80000001 10 = 80000000 10
03  0B3  80000000 80000001 11 = 80000000 11
03  0B4  80000001 80000001 00 = 80000001 00
03  0B5  80000001 80000001 01 = 80000001 01
03  0B6  80000001 80000001 10 = 80000001 10
03  0B7  80000001 80000001 11 = 80000001 11
03  0B8  FFFFFFFE 80000001 00 = FFFFFFFE 10
03  0B9  FFFFFFFE 80000001 01 = FFFFFFFE 11
03  0BA  FFFFFFFE 80000001 10 = FFFFFFFE 00
03  0BB  FFFFFFFE 80000001 11 = FFFFFFFE 01
03  0BC  FFFFFFFF 80000001 00 = FFFFFFFF 10
03  0BD  FFFFFFFF 80000001 01 = FFFFFFFF 11
03  0BE  FFFFFFFF 80000001 10 = FFFFFFFF 00
03  0BF  FFFFFFFF 80000001 11 = FFFFFFFF 01
03  0C0  00000000 FFFFFFFE 00 = 00000000 00
03  0C1  00000000 FFFFFFFE 01 = 00000000 01
03  0C2  00000000 FFFFFFFE 10 = 00000000 10
03  0C3  00000000 FFFFFFFE 11 = 00000000 11
03  0C4  00000001 FFFFFFFE 00 = 00000001 00
03  0C5  00000001 FFFFFFFE 01 = 00000001 01
03  0C6  00000001 FFFFFFFE 10 = 00000001 10
03  0C7  00000001 FFFFFFFE 11 = 00000001 11
03  0C8  00000002 FFFFFFFE 00 = 00000002 00
03  0C9  00000002 FFFFFFFE 01 = 00000002 01
03  0CA  00000002 FFFFFFFE 10 = 00000002 10
03  0CB  00000002 FFFFFFFE 11 = 00000002 11
03  0CC  7FFFFFFF FFFFFFFE 00 = 7FFFFFFF 10
03  0CD  7FFFFFFF FFFFFFFE 01 = 7FFFFFFF 11
03  0CE  7FFFFFFF FFFFFFFE 10 = 7FFFFFFF 00
03  0CF  7FFFFFFF FFFFFFFE 11 = 7FFFFFFF 01
03  0D0  80000000 FFFFFFFE 00 = 80000000 00
03  0D1  80000000 FFFFFFFE 01 = 80000000 01
03  0D2  80000000 FFFFFFFE 10 = 80000000 10
03  0D3  80000000 FFFFFFFE 11 = 80000000 11
03  0D4  80000001 FFFFFFFE 00 = 80000001 00
03  0D5  80000001 FFFFFFFE 01 = 80000001 01
03  0D6  80000001 FFFFFFFE 10 = 80000001 10
03  0D7  80000001 FFFFFFFE 11 = 80000001 11
03  0D8  FFFFFFFE FFFFFFFE 00 = FFFFFFFE 10
03  0D9  FFFFFFFE FFFFFFFE 01 = FFFFFFFE 11
03  0DA  FFFFFFFE FFFFFFFE 10 = FFFFFFFE 00
